gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CAF	Endo	Macro	NK	T_cell	malignant_cell
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.29	0.114	0.176	0.151	0.342	0.296	0.105
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.012	0.0	0.0	0.0	1.754	0.304	0.011
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.264	0.458	0.353	0.098	0.179	0.236	0.663
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS07A97B3E2	0.041	0.007	0.017	0.606	1.298	0.739	0.016
GAL	P22466	False	GALA_HUMAN		CPI-SS0471FCFF3	0.004	0.0	0.0	0.018	0.0	0.003	0.004
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0CCB8E3D3	0.041	0.007	0.017	0.606	1.298	0.739	0.016
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.202	0.018	0.0	0.481	0.17	0.171	0.043
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.588	0.118	0.983	1.342	0.42	0.305	0.078
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.202	0.018	0.0	0.481	0.17	0.171	0.043
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.011	0.143	0.371	0.02	0.034	0.008	0.002
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.202	0.018	0.0	0.481	0.17	0.171	0.043
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.087	0.744	0.782	0.707	0.049	0.026	0.775
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.202	0.018	0.0	0.481	0.17	0.171	0.043
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.202	0.018	0.0	0.481	0.17	0.171	0.043
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.18	0.018	0.0	0.186	0.0	0.012	0.028
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.202	0.018	0.0	0.481	0.17	0.171	0.043
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.184	0.0	0.0	0.005	0.158	0.132	0.002
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.112	0.052	0.049	1.2	0.033	0.018	0.061
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.202	0.018	0.0	0.481	0.17	0.171	0.043
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.112	0.052	0.049	1.2	0.033	0.018	0.061
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.202	0.018	0.0	0.481	0.17	0.171	0.043
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.184	0.0	0.0	0.005	0.158	0.132	0.002
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.202	0.018	0.0	0.481	0.17	0.171	0.043
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.184	0.0	0.0	0.005	0.158	0.132	0.002
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.299	0.48	1.306	0.875	0.603	0.339	0.089
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.202	0.018	0.0	0.481	0.17	0.171	0.043
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.005	0.483	0.0	0.0	0.0	0.005	0.029
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.202	0.018	0.0	0.481	0.17	0.171	0.043
INS	P01308	False	INS_HUMAN		CPI-SS05E4B1EBC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS0EA96C304	0.006	0.015	0.0	0.0	0.0	0.001	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.114	0.032	0.009	0.005	0.468	0.615	0.004
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.031	0.0	0.049	0.558	0.016	0.073	0.005
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.922	0.075	0.05	0.023	0.117	0.583	0.021
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.114	0.032	0.009	0.005	0.468	0.615	0.004
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	1.143	0.219	0.334	0.349	0.515	0.641	0.193
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.021	0.228	0.144	0.0	0.036	0.123	0.021
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.05	0.0	0.017	0.421	0.0	0.099	0.004
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.021	0.228	0.144	0.0	0.036	0.123	0.021
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.377	0.043	0.025	0.006	0.0	0.025	0.015
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.377	0.043	0.025	0.006	0.0	0.025	0.015
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.532	0.056	0.006	0.037	0.167	1.186	0.024
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.918	0.419	0.38	0.559	0.039	0.027	0.095
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.918	0.419	0.38	0.559	0.039	0.027	0.095
HLA-DQB2	HLADQB2	False	HLADQB2		CPI-SS026776C89	1.067	0.077	0.091	1.128	0.112	0.166	0.01
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	2.147	0.337	0.878	2.196	0.442	0.983	0.101
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.007	0.283	0.003	0.016	0.0	0.009	0.099
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.007	0.283	0.003	0.016	0.0	0.009	0.099
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.009	0.054	0.201	0.0	0.943	0.017	0.11
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.007	0.283	0.003	0.016	0.0	0.009	0.099
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.009	0.054	0.201	0.0	0.943	0.017	0.11
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.573	0.847	0.232	0.638	0.508	0.257	0.638
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.573	0.847	0.232	0.638	0.508	0.257	0.638
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.158	0.201	0.771	0.259	0.623	0.311	0.231
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.047	0.028	0.675	0.082	0.0	0.014	0.062
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.573	0.847	0.232	0.638	0.508	0.257	0.638
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.158	0.201	0.771	0.259	0.623	0.311	0.231
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.047	0.028	0.675	0.082	0.0	0.014	0.062
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.573	0.847	0.232	0.638	0.508	0.257	0.638
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.158	0.201	0.771	0.259	0.623	0.311	0.231
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.047	0.028	0.675	0.082	0.0	0.014	0.062
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.01	0.336	0.0	0.003	0.0	0.003	0.012
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.158	0.201	0.771	0.259	0.623	0.311	0.231
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.052	0.188	0.701	0.025	0.015	0.113	0.391
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.158	0.201	0.771	0.259	0.623	0.311	0.231
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.457	0.755	0.975	0.917	0.422	0.657	1.064
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.158	0.201	0.771	0.259	0.623	0.311	0.231
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.158	0.201	0.771	0.259	0.623	0.311	0.231
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.0	0.0	0.0	0.0	0.0	0.003	0.017
FZD9	O00144	False	FZD9_HUMAN		CPI-SS05C2D0200	0.0	0.0	0.0	0.0	0.0	0.003	0.017
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.0	0.0	0.0	0.0	0.0	0.003	0.017
GPR25	O00155	False	GPR25_HUMAN		CPI-SS0EECD7662	0.007	0.0	0.0	0.0	0.076	0.018	0.001
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.0	0.0	0.024	0.06	0.0	0.002	0.002
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.575	0.293	0.501	0.364	0.559	0.568	0.227
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.006	0.701	0.582	0.499	0.016	0.013	0.023
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.0	0.0	0.024	0.06	0.0	0.002	0.002
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.044	0.029	0.0	1.292	1.164	0.459	0.036
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	1.73	0.881	1.131	1.317	2.145	2.046	1.019
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.0	0.0	0.0	0.265	0.035	0.07	0.001
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.006	0.049	0.0	0.622	0.39	0.403	0.012
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	0.0	0.055	0.0	0.0	0.0	0.002	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.575	0.293	0.501	0.364	0.559	0.568	0.227
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.044	0.029	0.0	1.292	1.164	0.459	0.036
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	1.73	0.881	1.131	1.317	2.145	2.046	1.019
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.0	0.265	0.035	0.07	0.001
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.006	0.049	0.0	0.622	0.39	0.403	0.012
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.575	0.293	0.501	0.364	0.559	0.568	0.227
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.006	0.701	0.582	0.499	0.016	0.013	0.023
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	1.73	0.881	1.131	1.317	2.145	2.046	1.019
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.882	0.367	0.549	0.545	0.621	0.832	0.361
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.0	0.265	0.035	0.07	0.001
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.006	0.049	0.0	0.622	0.39	0.403	0.012
GCG	P01275	False	GLUC_HUMAN		CPI-SS006FB5198	0.001	0.0	0.0	0.0	0.0	0.003	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.882	0.367	0.549	0.545	0.621	0.832	0.361
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.012	0.071	0.038	0.126	0.0	0.004	0.007
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.004	0.0	0.026	0.0	0.0	0.001	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.005	0.0	0.0	0.442	0.0	0.016	0.035
GIP	P09681	False	GIP_HUMAN		CPI-SS018B35889	0.0	0.011	0.0	0.0	0.0	0.001	0.001
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.01	0.0	0.017	0.0	0.0	0.002	0.0
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0652F5D15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.002	0.0	0.0	0.0	0.0	0.002	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.01	0.259	0.467	0.646	0.0	0.01	0.042
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.0	0.016	0.0	0.002	0.003
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.012	0.071	0.038	0.126	0.0	0.004	0.007
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.005	0.0	0.0	0.442	0.0	0.016	0.035
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	0.01	1.553	0.338	0.486	0.0	0.01	0.007
CXCL1	P09341	False	GROA_HUMAN		CPI-SS0C62E5DD8	0.004	0.1	0.087	0.261	0.0	0.007	0.096
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.01	0.259	0.467	0.646	0.0	0.01	0.042
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS07AB1C381	0.003	0.0	0.0	0.04	0.0	0.004	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.0	0.074	0.049	0.479	0.006	0.008	0.023
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	0.004	0.1	0.087	0.261	0.0	0.007	0.096
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.01	0.259	0.467	0.646	0.0	0.01	0.042
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS0C491A3C1	0.003	0.0	0.0	0.04	0.0	0.004	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.0	0.074	0.049	0.479	0.006	0.008	0.023
GCG	P01275	False	GLUC_HUMAN		CPI-SS056993231	0.001	0.0	0.0	0.0	0.0	0.003	0.0
IAPP	P10997	False	IAPP_HUMAN		CPI-SS00D9A2FD0	0.907	0.337	0.6	0.538	0.818	0.87	0.359
CALCA	P01258	False	CALC_HUMAN		CPI-SS015B2F961	0.0	0.0	0.0	0.0	0.0	0.005	0.001
CALCA	P06881	False	CALCA_HUMAN		CPI-SS0F531DDEB	0.0	0.0	0.0	0.0	0.0	0.005	0.001
CALCB	P10092	False	CALCB_HUMAN		CPI-SS07CF0C6E7	0.0	0.0	0.0	0.007	0.0	0.005	0.001
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.02	0.502	1.085	0.008	0.047	0.009	0.012
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.004	0.0	0.0	0.0	0.0	0.003	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.014	0.018	0.0	0.0	0.0	0.534	0.014
VIP	P01282	False	VIP_HUMAN		CPI-SS07835EECF	0.004	0.0	0.026	0.0	0.0	0.001	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.0	0.0	0.0	0.0	0.001	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.004	0.0	0.026	0.0	0.0	0.001	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.002	0.0	0.0	0.0	0.0	0.002	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS003AFD9BA	0.0	0.018	0.0	0.0	0.0	0.002	0.001
VIP	P01282	False	VIP_HUMAN		CPI-SS05B60E59C	0.004	0.0	0.026	0.0	0.0	0.001	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.002	0.0	0.0	0.0	0.0	0.002	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0445D021B	0.01	0.0	0.017	0.0	0.0	0.002	0.0
PPY	P01298	False	PAHO_HUMAN		CPI-SS0C2000B56	0.0	0.0	0.0	0.009	0.0	0.0	0.003
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.01	0.0	0.017	0.0	0.0	0.002	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0FEF2FF5D	0.01	0.0	0.017	0.0	0.0	0.002	0.0
NPPB	P16860	False	ANFB_HUMAN		CPI-SS023D39112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.039	0.029	0.0	0.054	0.108	0.014	0.043
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0779676D0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.039	0.029	0.0	0.054	0.108	0.014	0.043
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.002	0.0	0.0	0.0	0.0	0.002	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.002	0.0	0.0	0.0	0.0	0.002	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.588	0.118	0.983	1.342	0.42	0.305	0.078
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.588	0.118	0.983	1.342	0.42	0.305	0.078
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.002	0.0	0.398	0.167	0.041	0.031	0.007
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.043	0.721	0.722	0.169	0.107	0.042	0.598
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.003	0.0	0.0	0.006	0.0	0.0	0.001
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.588	0.118	0.983	1.342	0.42	0.305	0.078
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.043	0.344	0.63	0.863	0.065	0.014	0.618
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.588	0.118	0.983	1.342	0.42	0.305	0.078
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.424	0.177	0.273	0.23	0.424	0.44	0.164
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.015	0.134	0.214	0.086	0.0	0.005	0.018
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.588	0.118	0.983	1.342	0.42	0.305	0.078
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.588	0.118	0.983	1.342	0.42	0.305	0.078
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.588	0.118	0.983	1.342	0.42	0.305	0.078
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.588	0.118	0.983	1.342	0.42	0.305	0.078
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.043	0.721	0.722	0.169	0.107	0.042	0.598
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.002	0.003	0.0	0.0	0.0	0.002	0.075
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.588	0.118	0.983	1.342	0.42	0.305	0.078
CER1	O95813	False	CER1_HUMAN		CPI-SS0014DB67C	0.004	0.0	0.0	0.0	0.029	0.006	0.001
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.002	0.0	0.398	0.167	0.041	0.031	0.007
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.002	0.0	0.398	0.167	0.041	0.031	0.007
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.015	0.116	0.633	0.084	0.003	0.037	0.216
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.043	0.721	0.722	0.169	0.107	0.042	0.598
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.005	0.483	0.0	0.0	0.0	0.005	0.029
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.043	0.721	0.722	0.169	0.107	0.042	0.598
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	0.005	0.483	0.0	0.0	0.0	0.005	0.029
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS048604E28	0.003	0.0	0.0	0.006	0.0	0.0	0.001
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0193C3064	0.006	0.0	0.0	0.0	0.0	0.035	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.006	0.033	0.02	0.001	0.021	0.013	0.013
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS080C0EEB8	0.003	0.0	0.0	0.006	0.0	0.0	0.001
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.015	0.134	0.214	0.086	0.0	0.005	0.018
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0DC5ADBF1	0.006	0.0	0.0	0.0	0.0	0.035	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.006	0.033	0.02	0.001	0.021	0.013	0.013
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.007	0.189	0.019	0.0	0.0	0.003	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0E7523314	0.015	0.024	0.023	0.0	0.0	0.003	0.009
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D81C6C1D	0.37	0.1	0.236	0.194	0.316	0.376	0.098
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0261EA048	0.003	0.0	0.0	0.006	0.0	0.0	0.001
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.015	0.134	0.214	0.086	0.0	0.005	0.018
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.007	0.189	0.019	0.0	0.0	0.003	0.002
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.424	0.177	0.273	0.23	0.424	0.44	0.164
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E32BEF02	0.015	0.134	0.214	0.086	0.0	0.005	0.018
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS05550A895	0.003	0.0	0.0	0.0	0.0	0.016	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.015	0.134	0.214	0.086	0.0	0.005	0.018
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.005	0.0	0.0	0.0	0.0	0.003	0.001
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.005	0.029	0.983	0.009	0.0	0.015	0.39
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.011	0.012	0.0	0.018	0.0	0.008	0.045
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.081	0.13	0.078	0.126	0.037	0.039	0.164
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.014	0.625	0.666	0.021	0.033	0.041	0.443
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.015	0.134	0.214	0.086	0.0	0.005	0.018
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.049	0.063	0.031	0.035	0.006	0.07	0.113
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.015	0.134	0.214	0.086	0.0	0.005	0.018
WNT1	P04628	False	WNT1_HUMAN		CPI-SS00A6240B6	0.006	0.0	0.0	0.0	0.0	0.035	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.015	0.134	0.214	0.086	0.0	0.005	0.018
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.006	0.0	0.0	0.0	0.0	0.035	0.002
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.007	0.189	0.019	0.0	0.0	0.003	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.015	0.134	0.214	0.086	0.0	0.005	0.018
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.389	0.074	0.2	0.142	0.139	0.273	0.077
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.008	0.279	0.067	0.0	0.0	0.006	0.098
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.459	0.425	0.766	0.426	0.253	0.384	0.514
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS01ECFDA18	0.007	0.015	0.226	0.164	0.032	0.01	0.031
TFF1	P04155	False	TFF1_HUMAN		CPI-SS01F908B16	0.004	0.0	0.0	0.009	0.05	0.001	0.001
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS023738D54	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0E0BCE16F	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0769B1FF3	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS07BA4A3B7	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS05C077A1E	0.0	0.06	0.022	0.003	0.0	0.003	0.026
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D99CC068	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	0.359	0.169	0.202	0.219	0.272	0.353	0.119
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.003	0.0	0.03	0.0	0.0	0.004	0.001
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.079	0.846	0.494	0.052	0.115	0.139	0.508
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.359	0.169	0.202	0.219	0.272	0.353	0.119
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.005	0.0	0.0	0.0	0.0	0.003	0.001
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.005	0.029	0.983	0.009	0.0	0.015	0.39
